connecticut senator  linda mcmahon on government reform 2000: initiated non-partisan voter-registration campaign. (aug 2010)      
connecticut senator  linda mcmahon on government reform no pac money; small donations only. (nov 2009)  
connecticut senator  linda mcmahon on gun control fully supports second amendment rights. (jul 2010)      
connecticut senator  linda mcmahon on gun control rated aq by the 
connecticut senator  linda mcmahon on gun control , indicating a pro-gun rights voting record. (aug 2010)      
connecticut senator  linda mcmahon on gun control  restricting the second amendment. (oct 2012)  
connecticut senator  linda mcmahon on health care obamacare will increase costs; repeal it. (oct 2010)      
connecticut senator  linda mcmahon on health care malpractice reform is the right approach. (sep 2010)      
connecticut senator  linda mcmahon on health care obamacare is the wrong approach. (sep 2010)      
connecticut senator  linda mcmahon on health care  repealing obamacare. (oct 2012)  
connecticut senator  linda mcmahon on homeland security terrorists only need to succeed once; we must succeed always. (sep 2010)      
connecticut senator  linda mcmahon on homeland security opposed to trying terrorists in civilian court. (sep 2010)      
connecticut senator  linda mcmahon on homeland security we need a strong national defense second to none. (jul 2010)  
connecticut senator  linda mcmahon on immigration no amnesty, but expand visas for temporary workers. (apr 2012)      
connecticut senator  linda mcmahon on immigration more merit-based system for green card & citizenship. (sep 2010)      
connecticut senator  linda mcmahon on immigration no amnesty; enforce immigration laws. (sep 2010)      
connecticut senator  linda mcmahon on immigration immigration laws--like all laws--must be enforced. (jul 2010)  
connecticut senator  linda mcmahon on jobs we need to send job-creators to washington. (apr 2012)      
connecticut senator  linda mcmahon on jobs six-point jobs growth plan; cut taxes for the middle class. (apr 2012)      
connecticut senator  linda mcmahon on jobs minimum wage increases harm small businesses. (oct 2010)      
connecticut senator  linda mcmahon on jobs wwe has created 20 jobs annually for 28 years. (oct 2010)      
connecticut senator  linda mcmahon on jobs people create jobs, not governments. (sep 2010)      
connecticut senator  linda mcmahon on jobs opposed to card check legislation. (jul 2010)  
connecticut senator  linda mcmahon on principles & values wwe was provocative, but provided 700 jobs & work ethic. (apr 2012)      
connecticut senator  linda mcmahon on principles & values oped: spent $50m of her own money on 2010 senate race. (apr 2012)      
connecticut senator  linda mcmahon on principles & values blumenthal insults millions of wwe viewers by dismissing wwe. (oct 2010)  
connecticut senator  linda mcmahon on social security can't offer specifics or i'll be ''demagogued'' by press. (oct 2012)      
connecticut senator  linda mcmahon on social security debate & analyze entitlement reform, but no budget cuts. (oct 2012)      
connecticut senator  linda mcmahon on social security bipartisan reforms but no privatization. (aug 2012)      
connecticut senator  linda mcmahon on social security don't take benefits away from seniors. (mar 2010)  
connecticut senator  linda mcmahon on tax reform economy is fragile; don't raise taxes in a recession. (oct 2010)      
connecticut senator  linda mcmahon on tax reform don't raise taxes on anyone, including middle class. (oct 2010)      
connecticut senator  linda mcmahon on tax reform make bush tax cuts permanent or ct loses 8.500 jobs. (sep 2010)      
connecticut senator  linda mcmahon on tax reform hold top rates to 35% and keep capital gains rate down. (sep 2010)      
connecticut senator  linda mcmahon on tax reform  increasing tax rates. (oct 2012)      
connecticut senator  linda mcmahon on tax reform  eliminating the inheritance tax. (oct 2012)  
connecticut senator  linda mcmahon on war & peace support sanctions on iran; keep all options on table. (sep 2010)      
connecticut senator  linda mcmahon on war & peace bring home troops from afghanistan in victory, not defeat. (jul 2010)  
new mexico senator  allen weh on abortion oppose taxpayer-funded abortion and fetal stem-cell research. (nov 2010)  
new mexico senator  allen weh on budget & economy reduce america's debt; implement balanced budget. (feb 2014)      
new mexico senator  allen weh on budget & economy stop growing government and writing checks. (nov 2010)  
new mexico senator  allen weh on civil rights marriage is the union between one man and one woman. (nov 2010)  
new mexico senator  allen weh on crime aggressively recruit officers & resources for state police. (nov 2010)  
new mexico senator  allen weh on education expand charter schools & provide parents with real choices. (nov 2010)  
new mexico senator  allen weh on energy & oil explore every potential energy source, including oil & gas. (sep 2014)  
new mexico senator  allen weh on environment balance between conservation and welfare of human beings. (sep 2014)  
new mexico senator  allen weh on families & children strengthen family, no matter how it looks, except same-sex. (nov 2010)  
new mexico senator  allen weh on foreign policy jihadi terrorists are face of evil that threatens our nation. (aug 2014)  
new mexico senator  allen weh on government reform political spending is free speech: don't limit it. (sep 2014)      
new mexico senator  allen weh on government reform signed term limit pledge: 6 years house; 12 years senate. (nov 2014)  
new mexico senator  allen weh on gun control defend our right to bear arms. (nov 2010)  
new mexico senator  allen weh on health care fix the healthcare train wreck we've got now. (feb 2014)      
new mexico senator  allen weh on health care the irs should not supervise obamacare. (feb 2014)  
new mexico senator  allen weh on homeland security adwatch: isil terrorist is face of evil that threatens us. (aug 2014)      
new mexico senator  allen weh on homeland security defense spending has been cut too much. (feb 2014)      
new mexico senator  allen weh on homeland security defense spending has been cut too much. (feb 2014)      
new mexico senator  allen weh on homeland security oxymoron to cut military spending while al-qaeda is growing. (feb 2014)      
new mexico senator  allen weh on homeland security very outspoken on matters of national defense. (nov 2010)  
new mexico senator  allen weh on immigration end sanctuary policies; enforce the border. (nov 2010)  
new mexico senator  allen weh on social security prioritize cuts to fast-growing entitlements. (may 2014)  
new mexico senator  allen weh on tax reform keep taxes in line with the states around us. (nov 2010)  
new mexico senator  allen weh on technology joint federal-state grants for water infrastructure projects. (feb 2014)  
new mexico senator  allen weh on war & peace nuclear iran is unacceptable to israel and us. (sep 2014)  
north carolina senator  deborah ross on abortion all employers should cover contraceptives (no rfra). (oct 2016)      
north carolina senator  deborah ross on abortion allow obamacare state exchanges to provide abortion services. (may 2013)      
north carolina senator  deborah ross on abortion endorsed endorsed by emily's list for pro-choice democratic women. (nov 2016)  
north carolina senator  deborah ross on civil rights transgender individuals use public bathrooms of their choice. (oct 2016)      
north carolina senator  deborah ross on civil rights introduced gender pay equity bill in state legislature. (aug 2016)      
north carolina senator  deborah ross on civil rights voted no on a constitutional amendment to define marriage. (sep 2011)  
north carolina senator  deborah ross on corporations corporations and wealthiest should pay their fair share. (oct 2016)  
north carolina senator  deborah ross on crime no incarceration for nonviolent misdemeanors. (oct 2016)      
north carolina senator  deborah ross on crime allow statistical race evidence in death penalty cases. (jul 2012)  
north carolina senator  deborah ross on drugs supports medical marijuana. (oct 2016)  
north carolina senator  deborah ross on education make first two years of community college free. (oct 2016)      
north carolina senator  deborah ross on education ensure every child has access to quality education. (nov 2015)  
north carolina senator  deborah ross on energy & oil voted no on horizontal drilling and hydraulic fracking. (jul 2012)  
north carolina senator  deborah ross on environment rated 94% by the 
north carolina senator  deborah ross on environment , indicating anti-environment votes. (dec 2011)  
north carolina senator  deborah ross on foreign policy work with iran on nukes; work with allies on isis. (oct 2016)      
north carolina senator  deborah ross on foreign policy approach threats in multilateral way, like iran nuclear deal. (aug 2016)  
north carolina senator  deborah ross on free trade always against the tpp; we need to stop trade agreements. (aug 2016)  
north carolina senator  deborah ross on government reform state house leader on ethics reform and election law. (nov 2015)      
north carolina senator  deborah ross on government reform voted no on shortening early voting period. (may 2011)      
north carolina senator  deborah ross on government reform establish one-stop registration and voting sites. (mar 2007)  
north carolina senator  deborah ross on gun control tried to block legislation that would allow concealed carry. (aug 2016)      
north carolina senator  deborah ross on gun control supports commonsense gun safety and background checks. (jun 2016)      
north carolina senator  deborah ross on gun control voted no on concealed carry in restaurants and state parks. (mar 2011)  
north carolina senator  deborah ross on health care expand state medicaid under obamacare. (feb 2013)  
north carolina senator  deborah ross on homeland security maintain a strong military & care for veterans. (aug 2016)  
north carolina senator  deborah ross on immigration support the dream act. (oct 2016)      
north carolina senator  deborah ross on immigration support giving illegal immigrants a path to citizenship. (feb 2016)  
north carolina senator  deborah ross on social security government shouldn't cut nor privatize social security. (jun 2016)  
north carolina senator  deborah ross on technology grow economy by rebuilding key infrastructure & mass transit. (aug 2016)  
north carolina senator  deborah ross on war & peace committed to defeating isis, with our international partners. (aug 2016)  
new york senator  wendy long on abortion attempt to save life of child if you must do abortion. (nov 2016)      
new york senator  wendy long on abortion don't require churches to offer contraception to employees. (oct 2012)      
new york senator  wendy long on abortion pro-life from conception to natural death. (jun 2012)      
new york senator  wendy long on abortion endorsed as longtime pro-life leader. (apr 2012)      
new york senator  wendy long on abortion conscience exemption: churches need not insure contraception. (mar 2012)      
new york senator  wendy long on abortion roe v. wade was constitutionally flawed legal decision. (feb 2012)      
new york senator  wendy long on abortion  public abortion funding. (oct 2012)      
new york senator  wendy long on abortion  parental notification for abortions. (oct 2012)      
new york senator  wendy long on abortion  churches providing birth control. (oct 2012)      
new york senator  wendy long on abortion  additional border infrastructure. (nov 2016)      
new york senator  wendy long on abortion  public funding for abortion services. (nov 2016)      
new york senator  wendy long on abortion  parental notification for abortions by minors. (nov 2016)      
new york senator  wendy long on abortion  judges who strictly interpret constitution. (nov 2016)      
new york senator  wendy long on abortion  human life begins at conception. (nov 2016)      
new york senator  wendy long on abortion  defunding planned parenthood federally & locally. (nov 2016)  
new york senator  wendy long on budget & economy high-tax policies have led to a weak recovery. (sep 2016)      
new york senator  wendy long on budget & economy  a constitutional bba. (oct 2012)      
new york senator  wendy long on budget & economy  constitutional amendment for balanced budget. (nov 2016)  
new york senator  wendy long on civil rights marriage should be between a man and a woman. (jun 2012)      
new york senator  wendy long on civil rights the democrats cooked up this whole phony "war on women". (jun 2012)      
new york senator  wendy long on civil rights would never attend a same-sex marriage ceremony. (jun 2012)      
new york senator  wendy long on civil rights firefighters don't deserve to be victims of racial quotas. (jun 2009)      
new york senator  wendy long on civil rights  defining traditional marriage. (oct 2012)      
new york senator  wendy long on civil rights  defining marriage as one-man-one-woman. (nov 2016)  
new york senator  wendy long on corporations stimulus spending stimulated corporate cronyism. (jun 2012)      
new york senator  wendy long on corporations  letting businesses disagree with same-sex marriage. (nov 2016)  
new york senator  wendy long on crime when churches convert to mosques, poverty & crime follow. (aug 2016)  
new york senator  wendy long on drugs illegal drugs are destroying our people. (aug 2016)      
new york senator  wendy long on drugs  legalizing marijuana. (nov 2016)  
new york senator  wendy long on education self-interested bureaucracies corrosive on public schools. (jun 2012)      
new york senator  wendy long on education  common core as a nationwide academic standard. (nov 2016)  
new york senator  wendy long on energy & oil develop upstate natural gas via fracking. (oct 2012)      
new york senator  wendy long on energy & oil gas prices double while they focus on algae energy. (jun 2012)      
new york senator  wendy long on energy & oil build keystone pipeline instead of subsidizing solar panels. (mar 2012)      
new york senator  wendy long on energy & oil keystone pipeline delays are heavy hand of regulation. (feb 2012)      
new york senator  wendy long on energy & oil  deregulating domestic oil exploration and drilling. (nov 2016)      
new york senator  wendy long on energy & oil  government developing wind and solar energy. (nov 2016)  
new york senator  wendy long on environment the epa has heaped rules upon rules. (sep 2016)  
new york senator  wendy long on families & children work closest to my heart has been taking care of my family. (jun 2012)  
new york senator  wendy long on foreign policy  standing with the nation of israel. (nov 2016)      
new york senator  wendy long on foreign policy  islamic sharia as threat to the us. (nov 2016)  
new york senator  wendy long on free trade vote against multilateral trade agreements and treaties. (aug 2016)  
new york senator  wendy long on government reform self-term limit to two terms; never lobby congress. (aug 2016)      
new york senator  wendy long on government reform  banning funding of offensive art. (oct 2012)  
new york senator  wendy long on gun control lifelong shooter and gun owner. (jun 2012)      
new york senator  wendy long on gun control  restricting the second amendment. (oct 2012)      
new york senator  wendy long on gun control  restrictions on right to bear arms. (nov 2016)      
new york senator  wendy long on gun control  restrictive gun laws. (nov 2016)  
new york senator  wendy long on health care opposes nyc large sugary drink ban. (oct 2012)      
new york senator  wendy long on health care obamacare damages new york's economy. (feb 2012)      
new york senator  wendy long on health care  repealing obamacare. (oct 2012)      
new york senator  wendy long on health care  repealing mandated health insurance. (nov 2016)      
new york senator  wendy long on health care  congressionally repealing affordable care act. (nov 2016)  
new york senator  wendy long on homeland security rebuild our military into an overwhelming american force. (aug 2016)      
new york senator  wendy long on homeland security bush's anti-terror strategy succeeded; no threat to rights. (nov 2008)      
new york senator  wendy long on homeland security  banning military gay marriage. (oct 2012)      
new york senator  wendy long on homeland security  maintaining a numerically superior nuclear arsenal. (nov 2016)  
new york senator  wendy long on immigration support physical walls, virtual walls, and official english. (aug 2016)      
new york senator  wendy long on immigration  constructing a wall to control our border. (nov 2016)      
new york senator  wendy long on immigration  ban on resettlement of syrian refugees. (nov 2016)  
new york senator  wendy long on jobs administration has not created jobs in upstate new york. (oct 2012)      
new york senator  wendy long on jobs  federal wage controls & healthcare role. (nov 2016)  
new york senator  wendy long on principles & values human nature's propensity for sin necessitates constitution. (nov 2016)      
new york senator  wendy long on principles & values conservative work for judicial confirmation network. (nov 2016)      
new york senator  wendy long on principles & values clerked for supreme court justice clarence thomas. (mar 2016)      
new york senator  wendy long on principles & values oped: provides conservative republican ideological diversity. (oct 2012)      
new york senator  wendy long on principles & values  judeo-christian framework of morality. (nov 2016)      
new york senator  wendy long on principles & values  religious liberty and sees it at risk. (nov 2016)  
new york senator  wendy long on tax reform unwavering on raising taxes; capital creates jobs. (jun 2012)      
new york senator  wendy long on tax reform don't ever put tax increases on the table. (jun 2012)      
new york senator  wendy long on tax reform cut taxes & regulations to let job creators create jobs. (mar 2012)      
new york senator  wendy long on tax reform supports the taxpayer protection pledge. (aug 2012)      
new york senator  wendy long on tax reform  increasing tax rates. (oct 2012)      
new york senator  wendy long on tax reform  eliminating the inheritance tax. (oct 2012)      
new york senator  wendy long on tax reform  increasing income tax rates. (nov 2016)      
new york senator  wendy long on tax reform  eliminating the death tax. (nov 2016)  
new york senator  wendy long on technology we need to repair america's transportation infrastructure. (sep 2016)  
new york senator  wendy long on war & peace stand with israel in ensuring iran does not get nukes. (oct 2012)      
new york senator  wendy long on war & peace no 2014 withdrawal date for troops in afghanistan. (oct 2012)      
new york senator  wendy long on war & peace  waiting; go after militant islam abroad. (nov 2016)  
new york senator  wendy long on welfare & poverty  workfare. (oct 2012)  
arkansas senator  frank gilbert on abortion only allow abortion for rape, incest, and maternal life. (nov 2016)      
arkansas senator  frank gilbert on abortion life begins at conception. (aug 2014)      
arkansas senator  frank gilbert on abortion  some legal protection from conception. (nov 2016)      
arkansas senator  frank gilbert on abortion  defunding planned parenthood. (nov 2016)  
arkansas senator  frank gilbert on budget & economy stimulus often makes things worse. (aug 2014)  
arkansas senator  frank gilbert on civil rights best way to end discrimination is to stop discriminating. (aug 2014)      
arkansas senator  frank gilbert on civil rights comfortable with gay marriage. (aug 2014)      
arkansas senator  frank gilbert on civil rights state should stay out of the marriage business. (jul 2014)      
arkansas senator  frank gilbert on civil rights  defining marriage as one-man-one-woman. (nov 2016)  
arkansas senator  frank gilbert on corporations  require businesses to serve gays equally. (nov 2016)  
arkansas senator  frank gilbert on crime crimes of passion are not deterred by sentencing. (aug 2014)  
arkansas senator  frank gilbert on drugs marijuana should not be criminalized. (aug 2014)      
arkansas senator  frank gilbert on drugs  legalizing and regulating marijuana. (nov 2016)  
arkansas senator  frank gilbert on education parents deserve the right to choose. (aug 2014)      
arkansas senator  frank gilbert on education  common core as a nationwide academic standard. (nov 2016)  
arkansas senator  frank gilbert on energy & oil oppose government prioritization of green energy. (aug 2014)      
arkansas senator  frank gilbert on energy & oil  deregulating domestic oil drilling. (nov 2016)      
arkansas senator  frank gilbert on energy & oil  developing wind and solar energy. (nov 2016)  
arkansas senator  frank gilbert on environment courts are betetr protectors of environment than regulators. (aug 2014)  
arkansas senator  frank gilbert on foreign policy us constitution offers greater protection than un. (aug 2014)  
arkansas senator  frank gilbert on free trade open our economy to other free markets. (aug 2014)  
arkansas senator  frank gilbert on government reform voting should not be limited by the government. (aug 2014)      
arkansas senator  frank gilbert on government reform signed term limit pledge: 6 years house; 12 years senate. (nov 2016)  
arkansas senator  frank gilbert on gun control the second amendment is clear. (aug 2014)      
arkansas senator  frank gilbert on gun control  restrictive gun laws. (nov 2016)  
arkansas senator  frank gilbert on health care providing insurance not a proper function of government. (aug 2014)      
arkansas senator  frank gilbert on health care  congressionally repealing affordable care act. (nov 2016)  
arkansas senator  frank gilbert on homeland security we do not need a standing army. (aug 2014)      
arkansas senator  frank gilbert on homeland security  maintaining our nuclear arsenal. (nov 2016)  
arkansas senator  frank gilbert on immigration aliens, if not criminals, should get path to citizenship. (aug 2014)      
arkansas senator  frank gilbert on immigration  constructing a wall on our southern border. (nov 2016)      
arkansas senator  frank gilbert on immigration  proper vetting for syrian refugees. (nov 2016)  
arkansas senator  frank gilbert on jobs  federal wage controls & healthcare role. (nov 2016)  
arkansas senator  frank gilbert on principles & values christian libertarian & believes in non-aggression principle. (nov 2016)      
arkansas senator  frank gilbert on principles & values keep god, and all religion, in the public sphere. (aug 2014)      
arkansas senator  frank gilbert on principles & values  basing government on judeo-christian values. (nov 2016)      
arkansas senator  frank gilbert on principles & values  religious liberty. (nov 2016)  
arkansas senator  frank gilbert on social security let citizens invest in anything other than a ponzi scheme. (aug 2014)  
arkansas senator  frank gilbert on tax reform taxes should not be a form of punishment. (aug 2014)      
arkansas senator  frank gilbert on tax reform don't raise any taxes, and eliminate income tax. (jul 2014)  
arkansas senator  frank gilbert on war & peace stay out of iran, and syria, and bhutan... (aug 2014)      
arkansas senator  frank gilbert on war & peace  addressing islamic militants only if they attack us. (nov 2016)  
illinois senator  jim oberweis on abortion abortion procedure should be outlawed. (nov 2013)  
illinois senator  jim oberweis on budget & economy massive overspending and over-borrowing crowds out jobs. (nov 2012)  
illinois senator  jim oberweis on civil rights voted no on ratifying the equal rights amendment. (may 2014)      
illinois senator  jim oberweis on civil rights voted no on state-level same-sex marriage. (nov 2013)  
illinois senator  jim oberweis on corporations corporations go overseas when taxes & governments bully them. (oct 2014)  
illinois senator  jim oberweis on drugs who am i to say patients shouldn't use medical marijuana? (feb 2014)      
illinois senator  jim oberweis on drugs let doctoral psychologists prescribe controlled substances. (apr 2013)  
illinois senator  jim oberweis on education voted no on sex education including contraception. (may 2013)  
illinois senator  jim oberweis on energy & oil clean renewables in future; for now, drill anwr. (nov 2012)  
illinois senator  jim oberweis on foreign policy obama's results are ok, but too often he does nothing. (mar 2014)      
illinois senator  jim oberweis on foreign policy to understand china, read the 5-year plans. (jan 2012)  
illinois senator  jim oberweis on free trade challenge in china is lack of clarity on taxes. (jan 2012)      
illinois senator  jim oberweis on free trade invest in indonesia, vietnam, japan, india, and china. (jan 2012)  
illinois senator  jim oberweis on government reform automatic voter registration when getting any state id. (feb 2017)      
illinois senator  jim oberweis on government reform signed term limit pledge: 6 years house; 12 years senate. (nov 2014)  
illinois senator  jim oberweis on gun control rated 83% by the 
illinois senator  jim oberweis on gun control , indicating a pro-gun rights voting record. (jan 2008)  
illinois senator  jim oberweis on health care repeal and replace obamacare; not just repeal. (mar 2014)      
illinois senator  jim oberweis on health care parent policy until age 26 good; pre-existing coverage good. (mar 2014)      
illinois senator  jim oberweis on health care one-payer systems are not the answer. (nov 2012)      
illinois senator  jim oberweis on health care not a fan of obamacare, but it helps healthcare businesses. (jan 2012)  
illinois senator  jim oberweis on homeland security task force to study drones vs. privacy rights. (may 2015)      
illinois senator  jim oberweis on homeland security supports funding cuts for the military. (mar 2014)  
illinois senator  jim oberweis on immigration visas for illegal immigrants, but no path to citizenship. (feb 2014)      
illinois senator  jim oberweis on immigration make english our official language, a la "e pluribus unum". (nov 2012)      
illinois senator  jim oberweis on immigration immigration control is intertwined with homeland security. (nov 2012)  
illinois senator  jim oberweis on jobs voted no on raising minimum wage from $8.25 to $11. (feb 2015)      
illinois senator  jim oberweis on jobs minimum wage of $10 (and less for those under age 24). (oct 2014)  
illinois senator  jim oberweis on principles & values milk dud: poured dairy fortune into 5 failed campaigns. (mar 2014)  
illinois senator  jim oberweis on social security voted no on increasing state employees' pension plans. (mar 2013)  
illinois senator  jim oberweis on tax reform we cannot tax and spend our way to prosperity. (nov 2012)  
illinois senator  jim oberweis on technology protect intellectual property rights, including lawsuits. (jan 2012)  
illinois senator  jim oberweis on war & peace stay the course; gradual withdrawal from the iraq war. (feb 2008)  
illinois senator  jim oberweis on welfare & poverty tepid welfare reform is the best we can get right now. (dec 2013)  
minnesota senator  al franken on abortion let military perform abortions in cases of rape or incest. (jun 2011)      
minnesota senator  al franken on abortion require pharmacies to fulfill contraceptive prescriptions. (jul 2011)      
minnesota senator  al franken on abortion ban anti-abortion limitations on abortion services. (nov 2013)      
minnesota senator  al franken on abortion access safe, legal abortion without restrictions. (jan 2015)      
minnesota senator  al franken on abortion sponsored emergency contraception at military facilities. (dec 2009)  
minnesota senator  al franken on budget & economy economy is "top down" and "rigged" in favor of the wealthy. (oct 2014)      
minnesota senator  al franken on budget & economy opposed $700b rescue package; it only helps wall street. (oct 2008)      
minnesota senator  al franken on budget & economy fully fund the veterans administration budget. (may 2008)      
minnesota senator  al franken on budget & economy voted yes on $192b additional anti-recession stimulus spending. (jul 2009)  
minnesota senator  al franken on civil rights apologized for comic routines that offended women. (sep 2010)      
minnesota senator  al franken on civil rights apologizes for stigmatizing hermaphrodites & conjoined twins. (jun 2008)      
minnesota senator  al franken on civil rights voted yes on reauthorizing the violence against women act. (feb 2013)      
minnesota senator  al franken on civil rights enda: prohibit employment discrimination for gays. (jun 2009)      
minnesota senator  al franken on civil rights sponsored bill prohibiting sexual-identity discrimination. (mar 2011)      
minnesota senator  al franken on civil rights enforce against wage discrimination based on gender. (jan 2013)      
minnesota senator  al franken on civil rights sponsored enforcing against anti-gay discrimination in public schools. (jun 2013)  
minnesota senator  al franken on corporations block merger of biggest & 2nd biggest cable providers. (apr 2014)      
minnesota senator  al franken on corporations oppo adwatch: franken limits free speech issue advocacy. (mar 2014)      
minnesota senator  al franken on corporations end collusion between banks and security rating agencies. (sep 2011)      
minnesota senator  al franken on corporations level the playing field for middle class against industry. (aug 2008)      
minnesota senator  al franken on corporations expand lending caps for credit unions to small business. (mar 2012)      
minnesota senator  al franken on corporations rated 86% by 
minnesota senator  al franken on corporations , indicating an anti-management/pro-labor record. (may 2012)  
minnesota senator  al franken on crime ridicules imprisoning drug abusers & maximum sentences. (apr 2004)      
minnesota senator  al franken on crime sponsored bill for easier access to rape kits & analysis. (nov 2009)      
minnesota senator  al franken on crime rated 73% by the 
minnesota senator  al franken on crime , indicating a moderate stance on police issues. (dec 2014)  
minnesota senator  al franken on drugs admitted drug use during days as tv comedian. (sep 2010)      
minnesota senator  al franken on drugs wrote two movies about drug addiction and its horrors. (sep 2010)      
minnesota senator  al franken on drugs drug abuse isnt immoral; hypocrisy about it is. (apr 2004)  
minnesota senator  al franken on education $5,000 tax credit to help people pay for college. (oct 2008)      
minnesota senator  al franken on education no child left behind law must be dramatically reformed. (may 2008)      
minnesota senator  al franken on education ideas for educational reforms that measure performance. (may 2008)      
minnesota senator  al franken on education fight to end unfunded mandates on education. (may 2008)      
minnesota senator  al franken on education invest in early childhood education. (may 2008)      
minnesota senator  al franken on education restore pell grants. (may 2008)      
minnesota senator  al franken on education forgive loans for pledge to teach in under-served areas. (mar 2008)      
minnesota senator  al franken on education improve low-performing schools instead of punishing them. (mar 2008)      
minnesota senator  al franken on education fully fund our public schools. (mar 2008)      
minnesota senator  al franken on education $25b to renovate or repair elementary schools. (sep 2011)      
minnesota senator  al franken on education comprehensive sex ed for sexually-active adolescents. (feb 2013)      
minnesota senator  al franken on education sponsored extending subsidized federal student loan rates until 2015. (apr 2013)  
minnesota senator  al franken on energy & oil delay keystone pipeline; but if built, use american steel. (oct 2014)      
minnesota senator  al franken on energy & oil tax credits for wind-power, not for oil companies. (oct 2008)      
minnesota senator  al franken on energy & oil supports cap-and-trade system for greenhouse gases. (sep 2008)      
minnesota senator  al franken on energy & oil us failed to lead by refusing to sign onto the kyoto accords. (sep 2008)      
minnesota senator  al franken on energy & oil investing in renewable energy is win-win-win-win-win. (mar 2008)      
minnesota senator  al franken on energy & oil apollo project for renewable energy development. (mar 2008)      
minnesota senator  al franken on energy & oil voted no on barring epa from regulating greenhouse gases. (apr 2011)      
minnesota senator  al franken on energy & oil 50% clean and carbon free electricity by 2030. (mar 2016)  
minnesota senator  al franken on environment ok the polymet copper mine only after 9-year review. (oct 2014)      
minnesota senator  al franken on environment prevent invasive species asian carp in great lakes. (sep 2014)      
minnesota senator  al franken on environment voted yes on protecting ocean, coastal, and great lakes ecosystems. (may 2013)      
minnesota senator  al franken on environment voted yes on $2 billion more for cash for clunkers program. (aug 2009)      
minnesota senator  al franken on environment regulate all dog breeders down to kennels of 50 dogs. (feb 2011)      
minnesota senator  al franken on environment rated 40% by 
minnesota senator  al franken on environment , indicating a mixed voting record on animal welfare. (jan 2012)      
minnesota senator  al franken on environment no epa permits required for forest road runoff. (jul 2013)  
minnesota senator  al franken on families & children sex ed including both abstinence and contraception. (mar 2009)      
minnesota senator  al franken on families & children more funding & services for victims of domestic violence. (jan 2013)      
minnesota senator  al franken on families & children sponsored bill for more kids eligible for free school meals. (oct 2009)  
minnesota senator  al franken on foreign policy oped: campaign website devoid of views on foreign policy. (aug 2014)      
minnesota senator  al franken on foreign policy a great nation meets its obligations; pay up our un dues. (sep 2008)      
minnesota senator  al franken on foreign policy there is a difference between leading the world & ruling it. (sep 2008)      
minnesota senator  al franken on foreign policy foreign development assistance is right thing & smart thing. (sep 2008)      
minnesota senator  al franken on foreign policy prohibit torture & interrogation banned by geneva convention. (sep 2008)      
minnesota senator  al franken on foreign policy supports international criminal court. (sep 2008)      
minnesota senator  al franken on foreign policy convene a regional conference in the middle east. (may 2008)      
minnesota senator  al franken on foreign policy us intervention in iran has made it worse. (sep 2006)      
minnesota senator  al franken on foreign policy rated +2 by 
minnesota senator  al franken on foreign policy , indicating pro-arab pro-palestine voting record. (may 2012)      
minnesota senator  al franken on foreign policy vigorous support for state of israel against hamas in gaza. (nov 2012)  
minnesota senator  al franken on free trade im a fair trader; enforce labor, safety, & environment. (mar 2008)      
minnesota senator  al franken on free trade $25b more loans from export-import bank. (mar 2015)      
minnesota senator  al franken on free trade rated 38% by the 
